reaction_id,detected_reaction_type,reaction_smiles,yield,z_score,reactant_1,reactant_2,reactant_3,formed_motifs,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,spectator_groups,reference,Reaction_Key
suzuki_miyaura,C_O_Coupling,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I.O=Cc1ccc(B(O)O)s1>>Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1-c1ccc(C=O)s1.[Na],70.0,0.71,Ar-I|RCH2-OH,Ar-B(OH)2,,Ar-Ar,Pd(OAc)2,TPPTS,Cs2CO3,,,,,,,MeCN/H2O,Pyrimidine / Thiophene / AromN / NH2 / OH / CHO / OR,"Chemistry - A European Journal (2012), 18(13), 4080-4087, S4080/1-S4080/89",Ar-B(OH)2|Ar-I -> Ar-Ar || Alkyl-AromN|Ar-CHO|Ar-NH2|Pyrimidine|R2CH-OH|R2CH-OR|Thiophene
suzuki_miyaura,C_O_Coupling,Oc1ccccc1-c1cncnc1.O=S(=O)(O)Cc1cccc(Br)c1.OB(O)c1ccsc1>>O=S(=O)(Cc1cccc(-c2ccsc2)c1)Oc1ccccc1-c1cncnc1,74.0,0.0,Ar-OH,Ar-Br,Ar-B(OH)2,Ar-Ar|Ar-OMs,Pd(OAc)2,SPhos,Et3N/K3PO4,,,,,,,DCM/THF,Pyrimidine / Thiophene,"Angewandte Chemie, International Edition (2017), 56(41), 12538-12542",Ar-B(OH)2|Ar-Br|Ar-OH -> Ar-OMs || Ar-Alkyl|Ar-Ar|Pyrimidine|R_acidic-H|Thiophene
suzuki_miyaura,C_O_Coupling,Oc1ccccc1-c1cncnc1.O=S(=O)(O)Cc1cccc(Br)c1.Cc1ccc(B(O)O)cc1[N+](=O)[O-]>>Cc1ccc(-c2cccc(CS(=O)(=O)Oc3ccccc3-c3cncnc3)c2)cc1[N+](=O)[O-],78.0,0.71,Ar-OH,Ar-Br,Ar-B(OH)2,Ar-Ar|Ar-OMs,Pd(OAc)2,SPhos,Et3N/K3PO4,,,,,,,DCM/THF,Pyrimidine / NO2,"Angewandte Chemie, International Edition (2017), 56(41), 12538-12542",Ar-B(OH)2|Ar-Br|Ar-OH -> Ar-OMs || Ar-Alkyl|Ar-Ar|Ar-NO2|Pyrimidine|R_acidic-H
suzuki_miyaura,C_O_Coupling,Oc1ccccc1-c1cncnc1.O=S(=O)(O)Cc1cccc(Br)c1.OB(O)c1ccc(-c2ccccc2)cc1>>O=S(=O)(Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1)Oc1ccccc1-c1cncnc1,84.0,0.71,Ar-OH,Ar-Br,Ar-B(OH)2,Ar-Ar|Ar-OMs,Pd(OAc)2,SPhos,Et3N/K3PO4,,,,,,,DCM/THF,Pyrimidine,"Angewandte Chemie, International Edition (2017), 56(41), 12538-12542",Ar-B(OH)2|Ar-Br|Ar-OH -> Ar-OMs || Ar-Alkyl|Ar-Ar|Pyrimidine|R_acidic-H
suzuki_miyaura,C_O_Coupling,Oc1ccccc1-c1cncnc1.O=S(=O)(O)CCc1cccc(Br)c1.Cc1ccc(C)c(B(O)O)c1>>Cc1ccc(C)c(-c2cccc(CCS(=O)(=O)Oc3ccccc3-c3cncnc3)c2)c1,71.0,-0.71,Ar-OH,Ar-Br,Ar-B(OH)2,Ar-Ar|Ar-OMs,Pd(OAc)2,SPhos,Et3N/K3PO4,,,,,,,DCM/THF,Pyrimidine,"Angewandte Chemie, International Edition (2017), 56(41), 12538-12542",Ar-B(OH)2|Ar-Br|Ar-OH -> Ar-OMs || Ar-Alkyl|Ar-Ar|Pyrimidine|R_acidic-H
suzuki_miyaura,C_O_Coupling,Oc1ccccc1-c1cncnc1.O=S(=O)(O)CCc1cccc(Br)c1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(-c2cccc(CCS(=O)(=O)Oc3ccccc3-c3cncnc3)c2)c1,77.0,-0.71,Ar-OH,Ar-Br,Ar-B(OH)2,Ar-Ar|Ar-OMs,Pd(OAc)2,SPhos,Et3N/K3PO4,,,,,,,DCM/THF,Pyrimidine / NO2,"Angewandte Chemie, International Edition (2017), 56(41), 12538-12542",Ar-B(OH)2|Ar-Br|Ar-OH -> Ar-OMs || Ar-Alkyl|Ar-Ar|Ar-NO2|Pyrimidine|R_acidic-H
suzuki_miyaura,C_O_Coupling,Oc1c(I)ccc2c1C1(CC2)CCc2ccc(I)c(O)c21.Cc1cc(C)c2cc(B(O)O)c3ccccc3c2c1>>Cc1cc(C)c2cc(-c3ccc4c5c3OP(=O)(O)Oc3c(-c6cc7c(C)cc(C)cc7c7ccccc67)ccc6c3C5(CC4)CC6)c3ccccc3c2c1,72.0,-1.14,Ar-I|Ar-OH,Ar-B(OH)2,,Ar-Alkyl|Ar-Ar,Pd2(dba)3,PtBu3,K3PO4/Pyridine,HCl,,,,POCl3,,Dioxane/H2O,,"Journal of the American Chemical Society (2020), 142(33), 14384-14390",Ar-B(OH)2|Ar-I -> Ar-Ar || Ar-Alkyl
suzuki_miyaura,C_O_Coupling,OB(O)c1cccc2ccccc12.Cc1cc(I)c(O)c2c1CC1CCCC3Cc4c(C)cc(I)c(O)c4C213>>Cc1cc(-c2cccc3ccccc23)c2c3c1CC1CCCC4Cc5c(C)cc(-c6cccc7ccccc67)c(c5C314)OP(=O)(O)O2,74.0,-1.01,Ar-B(OH)2,Ar-I|Ar-OH,,Ar-Ar,Pd2(dba)3,SPhos,K3PO4/Pyridine,HCl,,,,POCl3,,H2O/PhMe,,"Advanced Synthesis & Catalysis (2021), 363(1), 200-207",Ar-B(OH)2|Ar-I -> Ar-Ar || Ar-Alkyl
suzuki_miyaura,C_O_Coupling,OB(O)c1ccc2ccc3cccc4ccc1c2c34.Cc1cc(I)c(O)c2c1CC1CCCC3Cc4c(C)cc(I)c(O)c4C213>>Cc1cc(-c2ccc3ccc4cccc5ccc2c3c45)c2c3c1CC1CCCC4Cc5c(C)cc(-c6ccc7ccc8cccc9ccc6c7c89)c(c5C314)OP(=O)(O)O2,78.0,-0.74,Ar-B(OH)2,Ar-I|Ar-OH,,Ar-Ar,Pd2(dba)3,SPhos,K3PO4/Pyridine,HCl,,,,POCl3,,H2O/PhMe,,"Advanced Synthesis & Catalysis (2021), 363(1), 200-207",Ar-B(OH)2|Ar-I -> Ar-Ar || Ar-Alkyl
suzuki_miyaura,C_O_Coupling,OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cc1cc(I)c(O)c2c1CC1CCCC3Cc4c(C)cc(I)c(O)c4C213>>Cc1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c3c1CC1CCCC4Cc5c(C)cc(-c6cc(C(F)(F)F)cc(C(F)(F)F)c6)c(c5C314)OP(=O)(O)O2,79.0,0.0,Ar-B(OH)2,Ar-I|Ar-OH,,Ar-Ar|Ar-CF3,Pd2(dba)3,SPhos,K3PO4/Pyridine,HCl,,,,POCl3,,H2O/PhMe,CF3,"Advanced Synthesis & Catalysis (2021), 363(1), 200-207",Ar-B(OH)2|Ar-I -> Ar-CF3 || Ar-Alkyl|Ar-CF3
suzuki_miyaura,,CCOC(=O)c1cc(Br)c[nH]1.CCI.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cn1CC,90.0,0.0,Ar-Br|Pyrrole,RCH2-I,Alkyl-H,Alkyl-AromN|Ar-Bpin,Pd(OAc)2,PCy3-HBF4,K2CO3,,,,,,"7440-44-0/10581-12-1/Sodiumthiosulfate,0.01NStandardizedSolution",DMF/MTBE/H2O/PhMe,CO2R,"Journal of Organic Chemistry (2015), 80(12), 6001-6011",Alkyl-H|Ar-Br|RCH2-I -> Ar-Bpin || Ar-CO2R
suzuki_miyaura,Suzuki_miyaura,C[C@H]1CCCN1.Cl.O=c1nc(CCl)[nH]c2cc(Br)sc12.Cc1nn(C(=O)OC(C)(C)C)cc1B1OC(C)(C)C(C)(C)O1>>Cc1n[nH]cc1-c1cc2[nH]c(CN3CCC[C@@H]3C)nc(=O)c2s1.Cl,83.0,0.0,RCH2-NHR|R2CH-NHR,Inorganic,Ar-Br|Bn-Cl,Ar-Ar|AromN-H|Bn-NR2|Pyrazole,dppf-PdCl2,,Na2CO3,HCl,,,,,,DMF/DME/H2O/MeOH,Pyrimidine / Thiophene,"Bioorganic & Medicinal Chemistry (2017), 25(14), 3658-3670",Ar-Bpin|Ar-Br|Inorganic|RCH2-NHR -> AromN-H || Ar-Alkyl|AromN-H|Pyrimidine|Thiophene
suzuki_miyaura,C_N_Coupling,CC1(C)OB(c2cnn(C3CCCCO3)c2)OC1(C)C.O=c1c(I)cnc2ccc(Br)cn12.COc1cc(N)cc(OC)c1.CC(C)NCCCl.Cl>>COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C5CCCCO5)c4)c(=O)n3c2)c1,55.0,0.0,Ar-Bpin,Ar-I|Ar-Br,Ar-NH2,Ar-Ar|Ar-NR2,Pd2(dba)3,,Na2CO3/Cs2CO3/KOH,,,,TBAB,,215788-72-0/98327-87-8,Dioxane/H2O/PhMe/MeTHF,Pyridine / Pyrimidine / AromN / NHR / OR,"European Journal of Medicinal Chemistry (2021), 220113499",Ar-Bpin|Ar-I|Ar-NH2|Inorganic|RCH2-Cl -> Ar-Ar || Alkyl-AromN|Ar-OR|Pyridine|Pyrimidine|R2CH-NHR|RCH2-NHR|RCH2-OR
suzuki_miyaura,C_N_Coupling,Cc1nn(C)cc1B1OC(C)(C)C(C)(C)O1.O=c1c(I)cnc2ccc(Br)cn12.COc1cc(N)cc(OC)c1.CC(C)NCCCl.Cl>>COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cn(C)nc4C)c(=O)n3c2)c1,54.0,0.0,Ar-Bpin,Ar-I|Ar-Br,Ar-NH2,Ar-Ar|Ar-NR2,Pd2(dba)3,,Na2CO3/Cs2CO3/KOH,,,,TBAB,,215788-72-0/98327-87-8,Dioxane/H2O/PhMe/MeTHF,Pyridine / Pyrimidine / AromN / NHR / OR,"European Journal of Medicinal Chemistry (2021), 220113499",Ar-Bpin|Ar-I|Ar-NH2|Inorganic|RCH2-Cl -> Ar-Ar || Alkyl-AromN|Ar-Alkyl|Ar-OR|Pyridine|Pyrimidine|R2CH-NHR|RCH2-NHR
suzuki_miyaura,C_N_Coupling,Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.O=c1c(I)cnc2ccc(Br)cn12.COc1cc(N)cc(OC)c1.CC(C)NCCCl.Cl>>COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)c(=O)n3c2)c1,80.0,0.71,Ar-Bpin,Ar-I|Ar-Br,Ar-NH2,Ar-Ar|Ar-NR2,Pd2(dba)3,,Na2CO3/Cs2CO3/KOH,,,,TBAB,,215788-72-0/98327-87-8,Dioxane/H2O/PhMe/MeTHF,Pyridine / Pyrimidine / AromN / NHR / OR,"European Journal of Medicinal Chemistry (2021), 220113499",Ar-Bpin|Ar-I|Ar-NH2|Inorganic|RCH2-Cl -> Ar-Ar || Alkyl-AromN|Ar-OR|Pyridine|Pyrimidine|R2CH-NHR|RCH2-NHR
suzuki_miyaura,C_N_Coupling,CCn1cc(B2OC(C)(C)C(C)(C)O2)cn1.O=c1c(I)cnc2ccc(Br)cn12.COc1cc(N)cc(OC)c1.CC(C)NCCCl.Cl>>CCn1cc(-c2cnc3ccc(N(CCNC(C)C)c4cc(OC)cc(OC)c4)cn3c2=O)cn1,53.0,-0.71,Ar-Bpin,Ar-I|Ar-Br,Ar-NH2,Ar-Ar|Ar-NR2,Pd2(dba)3,,Na2CO3/Cs2CO3/KOH,,,,TBAB,,215788-72-0/98327-87-8,Dioxane/H2O/PhMe/MeTHF,Pyridine / Pyrimidine / AromN / NHR / OR,"European Journal of Medicinal Chemistry (2021), 220113499",Ar-Bpin|Ar-I|Ar-NH2|Inorganic|RCH2-Cl -> Ar-Ar || Alkyl-AromN|Ar-OR|Pyridine|Pyrimidine|R2CH-NHR|RCH2-NHR
suzuki_miyaura,Suzuki_miyaura,N#Cc1ccc(CCl)cc1.O=c1[nH]nc(Cl)c2ccccc12.Cc1ccc(B(O)O)c(F)n1>>Cc1ccc(-c2nn(Cc3ccc(C#N)cc3)c(=O)c3ccccc23)c(F)n1,78.0,0.0,Bn-Cl,Ar-Cl|AromN-H,Ar-B(OH)2,Alkyl-AromN|Ar-Alkyl|Ar-Ar,Pd(OAc)2,XPhos,Cs2CO3/K2CO3,,,,,,,DMF/THF/H2O,Pyridine / CN / F,"Journal of Medicinal Chemistry (2020), 63(15), 8134-8145",Ar-B(OH)2|Ar-Cl|Bn-Cl -> Ar-Ar || Ar-Alkyl|Ar-CN|Ar-F|Pyridine
suzuki_miyaura,C_N_Coupling,N#Cc1ccc(CCl)cc1.O=c1[nH]nc(Cl)c2ccccc12.Nc1ccc(B(O)O)c(F)n1>>N#Cc1ccc(Cn2nc(-c3ccc(N)nc3F)c3ccccc3c2=O)cc1,71.0,0.0,Bn-Cl,Ar-Cl|AromN-H,Ar-B(OH)2,Alkyl-AromN|Ar-Alkyl|Ar-Ar,Pd(OAc)2,XPhos,Cs2CO3/K2CO3,,,,,,,DMF/THF/H2O,Pyridine / NH2 / CN / F,"Journal of Medicinal Chemistry (2020), 63(15), 8134-8145",Ar-B(OH)2|Ar-Cl|Bn-Cl -> Ar-Ar || Ar-CN|Ar-F|Ar-NH2|Pyridine
suzuki_miyaura,Suzuki_miyaura,ClCc1ccc(Cl)cc1.O=c1[nH]nc(Cl)c2c1CCCC2.OB(O)c1ccc(F)nc1F>>O=c1c2c(c(-c3ccc(F)nc3F)nn1Cc1ccc(Cl)cc1)CCCC2,72.0,0.0,Ar-Cl|Bn-Cl,Ar-Cl|AromN-H,Ar-B(OH)2,Alkyl-AromN|Ar-Alkyl|Ar-Ar,Pd(OAc)2,XPhos,Cs2CO3/K2CO3,,,,,,,DMF/THF/H2O,Pyridine / Cl / F,"Journal of Medicinal Chemistry (2020), 63(15), 8134-8145",Ar-B(OH)2|Ar-Cl -> Ar-Ar || Ar-Alkyl|Ar-Cl|Ar-F|Pyridine
suzuki_miyaura,Suzuki_miyaura,ClCc1ccc(Cl)cc1.O=c1[nH]nc(Cl)c2ccccc12.OB(O)c1ccc(F)nc1F>>O=c1c2ccccc2c(-c2ccc(F)nc2F)nn1Cc1ccc(Cl)cc1,78.0,0.0,Ar-Cl|Bn-Cl,Ar-Cl|AromN-H,Ar-B(OH)2,Alkyl-AromN|Ar-Alkyl|Ar-Ar,Pd(OAc)2,XPhos,Cs2CO3/K2CO3,,,,,,,DMF/THF/H2O,Pyridine / Cl / F,"Journal of Medicinal Chemistry (2020), 63(15), 8134-8145",Ar-B(OH)2|Ar-Cl -> Ar-Ar || Ar-Cl|Ar-F|Pyridine
suzuki_miyaura,Suzuki_miyaura,N#Cc1ccc(CCl)cc1.O=c1[nH]nc(Cl)c2ccccc12.OB(O)c1ccc(F)nc1F>>N#Cc1ccc(Cn2nc(-c3ccc(F)nc3F)c3ccccc3c2=O)cc1,73.0,0.0,Bn-Cl,Ar-Cl|AromN-H,Ar-B(OH)2,Alkyl-AromN|Ar-Alkyl|Ar-Ar,Pd(OAc)2,XPhos,Cs2CO3/K2CO3,,,,,,,DMF/THF/H2O,Pyridine / CN / F,"Journal of Medicinal Chemistry (2020), 63(15), 8134-8145",Ar-B(OH)2|Ar-Cl|Bn-Cl -> Ar-Ar || Ar-CN|Ar-F|Pyridine
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccc(-c2ccccc2)cc1Br>>[N-]=[N+]=Nc1ccc(-c2ccccc2)cc1-c1ccccc1,90.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Ar
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccc(Cl)cc1Br>>[N-]=[N+]=Nc1ccc(Cl)cc1-c1ccccc1,76.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,Cl,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Cl
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.CCOC(=O)c1ccc(N)c(Br)c1>>CCOC(=O)c1ccc(N=[N+]=[N-])c(-c2ccccc2)c1,85.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,CO2R,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-CO2R
suzuki_miyaura,Suzuki_miyaura,Nc1ccccc1Br.Cc1cc(C)cc(B(O)O)c1>>Cc1cc(C)cc(-c2ccccc2N=[N+]=[N-])c1,79.0,-0.87,Ar-Br|Ar-NH2,Ar-B(OH)2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Alkyl
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccc(Br)c(N)c1>>COc1ccc(-c2ccccc2)c(N=[N+]=[N-])c1,96.0,0.86,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,OR,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-OR
suzuki_miyaura,Suzuki_miyaura,Nc1ccccc1Br.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccccc2N=[N+]=[N-])cc1,90.0,-0.06,Ar-Br|Ar-NH2,Ar-B(OH)2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,OR,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-OR
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(N)c(Br)c1>>Cc1ccc(N=[N+]=[N-])c(-c2ccccc2)c1,90.0,0.87,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Alkyl
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccccc1Br>>[N-]=[N+]=Nc1ccccc1-c1ccccc1,99.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O,,"European Journal of Organic Chemistry (2016), 2016(34), 5611-5615",Ar-B(OH)2|Ar-Br -> Ar-N3 || None
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccccc1Br>>[N-]=[N+]=Nc1ccccc1-c1ccccc1,99.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || None
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(N)c(Br)c1>>Cc1ccc(N=[N+]=[N-])c(-c2ccccc2)c1,90.0,0.87,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Alkyl
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccc(-c2ccccc2)cc1Br>>[N-]=[N+]=Nc1ccc(-c2ccccc2)cc1-c1ccccc1,90.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Ar
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccc(Br)c(N)c1>>COc1ccc(-c2ccccc2)c(N=[N+]=[N-])c1,96.0,0.86,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,OR,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-OR
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.CCOC(=O)c1ccc(N)c(Br)c1>>CCOC(=O)c1ccc(N=[N+]=[N-])c(-c2ccccc2)c1,85.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,CO2R,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-CO2R
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccc(Cl)cc1Br>>[N-]=[N+]=Nc1ccc(Cl)cc1-c1ccccc1,76.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,Cl,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Cl
suzuki_miyaura,Suzuki_miyaura,Nc1ccccc1Br.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccccc2N=[N+]=[N-])cc1,90.0,-0.06,Ar-Br|Ar-NH2,Ar-B(OH)2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,OR,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-OR
suzuki_miyaura,Suzuki_miyaura,Nc1ccccc1Br.COc1cccc(B(O)O)c1>>COc1cccc(-c2ccccc2N=[N+]=[N-])c1,80.0,-1.59,Ar-Br|Ar-NH2,Ar-B(OH)2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,OR,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-OR
suzuki_miyaura,Suzuki_miyaura,Nc1ccccc1Br.Cc1cc(C)cc(B(O)O)c1>>Cc1cc(C)cc(-c2ccccc2N=[N+]=[N-])c1,79.0,-0.87,Ar-Br|Ar-NH2,Ar-B(OH)2,,Ar-Ar|Ar-N3,Pd(OAc)2,,Na2CO3/K2CO3,,,,AcOH,,sodium nitrite/26628-22-8,Ethylene glycol/H2O/DCM,,"Green Chemistry (2018), 20(6), 1362-1366",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Alkyl
suzuki_miyaura,C_N_Coupling,CN(C)c1ccc(B(O)O)cc1.CC(C)c1cc(Br)cc(C(C)C)c1N>>CC(C)c1cc(-c2ccc(N(C)C)cc2)cc(C(C)C)c1N=[N+]=[N-],73.0,0.0,Ar-B(OH)2,Ar-Br|Ar-NH2,,Ar-Ar|Ar-N3,Pd(amphos)Cl2,,K3PO4/NaHCO3,,,,AcOH,,sodium nitrite/26628-22-8,Dioxane/H2O,NR2,"Chemical Communications (Cambridge, United Kingdom) (2018), 54(96), 13499-13502",Ar-B(OH)2|Ar-Br -> Ar-N3 || Ar-Alkyl|Ar-NR2
suzuki_miyaura,Suzuki_miyaura,OB(O)c1ccccc1.CC(C)(C)OC(=O)n1nc(I)c2ccc(O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)cc21>>CC(C)(C)OC(=O)n1nc(-c2ccccc2)c2ccc(O)cc21,83.0,-0.71,Ar-B(OH)2,Ar-I|Ar-Si*,,Ar-Ar|Ar-OH,Pd2(dba)3,P(o-tol)3,K3PO4,,,,,,,DMF/H2O,,"Journal of Medicinal Chemistry (2015), 58(15), 6048-6057",Ar-B(OH)2|Ar-I -> Ar-OH || None
suzuki_miyaura,,CC1(C)OB(C(CCO[Si](C)(C)C(C)(C)C)Cc2ccccc2)OC1(C)C.Brc1ccccc1>>OCCC(Cc1ccccc1)c1ccccc1,70.0,0.0,Alkyl-Bpin|Alkyl-Si*,Ar-Br,,Ar-Alkyl|RCH2-OH,Pd2(dba)3,RuPhos,KOH/NaOH,p-TsOH,,,,,Hydrogen peroxide,MeOH/PhMe/THF/H2O,,"Journal of the American Chemical Society (2015), 137(27), 8712-8715",Alkyl-Bpin|Ar-Br -> RCH2-OH || Ar-Alkyl
suzuki_miyaura,Suzuki_miyaura,COc1cc(OC)cc(B(O)O)c1.COC(=O)Cn1c(=O)c(Cl)nc2cccnc21>>COc1cc(O)cc(-c2nc3cccnc3n(CC(=O)O)c2=O)c1.O=C(O)Cn1c(=O)c(-c2cc(O)cc(O)c2)nc2cccnc21,73.0,0.0,Ar-B(OH)2|Ar-OR,Ar-Cl|RCH2-CO2R,,Alkyl-AromN|Ar-Ar|Ar-OH|Pyridine|Pyrimidine|RCH2-CO2H|R_acidic-H,Pd(OAc)2,PPh3,Cs2CO3/LiOH,BBr3/HCl,,,,,,Dioxane/H2O/DCM/THF,Pyridine / Pyrimidine / AromN / OR,"European Journal of Medicinal Chemistry (2016), 121308-317",Ar-B(OH)2|Ar-Cl -> RCH2-CO2H || Alkyl-AromN|Ar-OR|Pyridine|Pyrimidine|R_acidic-H
suzuki_miyaura,,CC(C)(C)Oc1cccc(Cl)n1.CC1(C)OB(CCCO[Si](C)(C)C(C)(C)C)OC1(C)C>>CC(C)(C)Oc1cccc(CCCO)n1,84.0,0.0,Ar-Cl,Alkyl-Bpin|Alkyl-Si*,,Ar-Alkyl|RCH2-OH,Pd(OAc)2,cataCXium A,t-BuOLi,,,,,,,Dioxane/H2O,Pyridine / OR,"Chemical Communications (Cambridge, United Kingdom) (2017), 53(53), 7270-7273",Alkyl-Bpin|Ar-Cl -> RCH2-OH || Ar-OR|Pyridine
