Reaction_Type_Standardized,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-OH|RCH2-NHR -> Ar-NR2 || RCH2-OR,Ar-OH,"RCH2-NHR,RCH2-OR","Ar-OH|RCH2-NHR,RCH2-OR",76.0,Oc1ccccc1.C1COCCN1>>c1ccc(N2CCOCC2)cc1,63310-18-9,,,PhMe,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR|R-H-acidic || R-H-acidic|RCH2-CN,Ar-OH,"R-H-acidic,RCH2-CN,RCH2-NH2","Ar-OH|R-H-acidic,RCH2-CN,RCH2-NH2",96.0,Oc1ccccc1.N#CCCN>>N#CCCNc1ccccc1,63310-18-9,,,PhMe,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || None,Ar-OH,RCH2-NH2,Ar-OH|RCH2-NH2,75.0,Oc1ccccc1.NCCC1=CCCCC1>>C1=C(CCNc2ccccc2)CCCC1,63310-18-9,,,PhMe,,,,-0.7690579469282179
Ar-OH|RCH2-NH2 -> Ar-NHR || R2CH-OH,Ar-OH,"RCH2-NH2,R2CH-OH","Ar-OH|RCH2-NH2,R2CH-OH",83.0,Oc1ccccc1.CC(O)CN>>CC(O)CNc1ccccc1,63310-18-9,,,PhMe,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-R|AromN-H|Indole,Ar-OH,"Ar-R,AromN-H,RCH2-NH2,Indole","Ar-OH|Ar-R,AromN-H,RCH2-NH2,Indole",88.0,Oc1ccccc1.NCCc1c[nH]c2ccccc12>>c1ccc(NCCc2c[nH]c3ccccc23)cc1,63310-18-9,,,PhMe,,,,0.0
Ar-NH2|Ar-OH -> Ar-NHR|R3C-F || Ar-R|R-CONHR|R3C-F|RCH2-NHR,Ar-OH,"Ar-R,Ar-NH2,RCH2-NHR,R3C-F,R-CONHR","Ar-OH|Ar-R,Ar-NH2,RCH2-NHR,R3C-F,R-CONHR",91.0,Oc1ccccc1.Nc1ccc(CCNC(=O)C(F)(F)F)cc1>>O=C(NCCc1ccc(Nc2ccccc2)cc1)C(F)(F)F,63310-18-9,,,PhMe,,,,0.0
Ar-OH|R2CH-NH2 -> Ar-NHR || Ar-R|R-H-acidic|R2CH-Ester,Ar-OH,"R-H-acidic,Ar-R,R2CH-NH2,R2CH-Ester","Ar-OH|R-H-acidic,Ar-R,R2CH-NH2,R2CH-Ester",99.0,Oc1ccccc1.COC(=O)[C@@H](N)Cc1ccccc1>>COC(=O)[C@H](Cc1ccccc1)Nc1ccccc1,63310-18-9,,,PhMe,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-NH2|Ar-R,Ar-OH,"Ar-R,Ar-NH2,RCH2-NH2","Ar-OH|Ar-R,Ar-NH2,RCH2-NH2",79.0,Oc1ccccc1.NCCc1ccc(N)cc1>>Nc1ccc(CCNc2ccccc2)cc1,63310-18-9,,,PhMe,,,,0.0
Ar-NH2|Ar-OH -> Ar-NHR || Ar-OH|Ar-R,"Ar-R,Ar-OH","Ar-NH2,Ar-OH","Ar-NH2,Ar-OH|Ar-R,Ar-OH",81.0,Cc1ccc(O)cc1.Nc1cccc(O)c1>>Cc1ccc(Nc2cccc(O)c2)cc1,63310-18-9,,,PhMe,,,,0.0
Ar-OH|RCH2-NHR -> Ar-NR2 || Ar-OR|Ar-R|RCH2-OR,"RCH2-NHR,RCH2-OR","Ar-R,Ar-OH,Ar-OR","Ar-R,Ar-OH,Ar-OR|RCH2-NHR,RCH2-OR",75.0,C1COCCN1.CCc1c(O)c2ccc(OC)cc2oc1=O>>CCc1c(N2CCOCC2)c2ccc(OC)cc2oc1=O,,,,,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR|Quinoline || Ar-NO2|Ar-OR|Quinoline,"Ar-NO2,Ar-OH,Ar-OR,Quinoline",RCH2-NH2,"Ar-NO2,Ar-OH,Ar-OR,Quinoline|RCH2-NH2",90.0,COc1ccc2c(O)c([N+](=O)[O-])cnc2c1.CC(C)CN>>COc1ccc2c(NCC(C)C)c([N+](=O)[O-])cnc2c1,,,Et3N,DMF / EtOH,,POC,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR|Quinoline || Ar-Cl|Ar-NO2|Quinoline,"Ar-Cl,Ar-NO2,Ar-OH,Quinoline",RCH2-NH2,"Ar-Cl,Ar-NO2,Ar-OH,Quinoline|RCH2-NH2",79.0,O=[N+]([O-])c1cnc2cc(Cl)ccc2c1O.CC(C)CN>>CC(C)CNc1c([N+](=O)[O-])cnc2cc(Cl)ccc12,,,Et3N,DMF / EtOH,,POC,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR|Quinoline || Ar-Cl|Ar-NO2|Quinoline|R3C-OH,"Ar-Cl,Ar-NO2,Ar-OH,Quinoline","RCH2-NH2,R3C-OH","Ar-Cl,Ar-NO2,Ar-OH,Quinoline|RCH2-NH2,R3C-OH",77.0,O=[N+]([O-])c1cnc2cc(Cl)ccc2c1O.CC(C)(O)CN>>CC(C)(O)CNc1c([N+](=O)[O-])cnc2cc(Cl)ccc12,,,Et3N,DMF / EtOH,,POC,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || None,Ar-OH,RCH2-NH2,Ar-OH|RCH2-NH2,72.0,Oc1cc2ccccc2cc1O.NCCN>>c1ccc2cc3c(cc2c1)NCCN3,Palladium,,,water,,,,-1.0437214994025814
Ar-OH|Bn-NH2 -> Ar-NHR || None,Ar-OH,Bn-NH2,Ar-OH|Bn-NH2,72.0,Oc1cccc2ccccc12.NCc1ccccc1>>c1ccc(CNc2cccc3ccccc23)cc1,Palladium,,,water,,,,-0.7142857142857143
Ar-OH|RCH2-NH2 -> Ar-NHR || RCH2-OH,Ar-OH,"RCH2-NH2,RCH2-OH","Ar-OH|RCH2-NH2,RCH2-OH",85.0,Oc1ccc2ccccc2c1.NCCCO>>OCCCNc1ccc2ccccc2c1,Palladium,,,water,,,,0.0
Ar-OH|Bn-NH2 -> Ar-NHR || Ar-R,"Ar-R,Bn-NH2",Ar-OH,"Ar-OH|Ar-R,Bn-NH2",81.0,Cc1ccc(CN)cc1.Oc1ccc2ccccc2c1>>Cc1ccc(CNc2ccc3ccccc3c2)cc1,Palladium,,,water,,,,0.0
Ar-OH|Bn-NH2 -> Ar-NHR || Ar-F,Ar-OH,"Ar-F,Bn-NH2","Ar-F,Bn-NH2|Ar-OH",71.0,Oc1ccc2ccccc2c1.NCc1ccc(F)cc1>>Fc1ccc(CNc2ccc3ccccc3c2)cc1,Palladium,,,water,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-R,"Ar-R,RCH2-NH2",Ar-OH,"Ar-OH|Ar-R,RCH2-NH2",70.0,NCCc1ccccc1.Oc1cccc2ccccc12>>c1ccc(CCNc2cccc3ccccc23)cc1,Palladium,,,water,,,,-0.7869910029407439
Ar-OH|RCH2-NH2 -> Ar-NHR|Ar-OR|Ar-R || Ar-OR|Ar-R,"Ar-R,Ar-OR,RCH2-NH2",Ar-OH,"Ar-OH|Ar-R,Ar-OR,RCH2-NH2",75.0,COc1ccc(CCN)cc1.Oc1ccc2ccc(O)cc2c1>>COc1ccc(CCNc2ccc3ccc(NCCc4ccc(OC)cc4)cc3c2)cc1,Palladium,,,water,,,,0.0
Ar-OH|Bn-NH2 -> Ar-NHR || Ar-OR|Ar-R,"Ar-R,Bn-NH2","Ar-OH,Ar-OR","Ar-OH,Ar-OR|Ar-R,Bn-NH2",81.0,Cc1ccc(CN)cc1.COc1ccc2ccc(O)cc2c1>>COc1ccc2ccc(NCc3ccc(C)cc3)cc2c1,Palladium,,,water,,,,0.0
Ar-OH|Bn-NH2 -> Ar-NHR || Ar-OR,Ar-OH,"Ar-OR,Bn-NH2","Ar-OH|Ar-OR,Bn-NH2",83.0,Oc1ccc2ccccc2c1.COc1ccc(CN)cc1>>COc1ccc(CNc2ccc3ccccc3c2)cc1,Palladium,,,water,,,,0.0
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-R,"Ar-R,RCH2-NH2",Ar-OH,"Ar-OH|Ar-R,RCH2-NH2",76.0,NCCc1ccccc1.Oc1ccc2ccccc2c1>>c1ccc(CCNc2ccc3ccccc3c2)cc1,Palladium,,,water,,,,-0.1311651671567909
Ar-OH|RCH2-NH2 -> Ar-NHR || None,RCH2-NH2,Ar-OH,Ar-OH|RCH2-NH2,81.0,CCCCN.Oc1ccc2ccccc2c1>>CCCCNc1ccc2ccccc2c1,Palladium,,,water,,,,-0.21973084197949122
Ar-OH|RCH2-NH2 -> Ar-NHR|Ar-R || Ar-R,"Ar-R,RCH2-NH2",Ar-OH,"Ar-OH|Ar-R,RCH2-NH2",72.0,NCCc1ccccc1.Oc1ccc2ccc(O)cc2c1>>c1ccc(CCNc2ccc3ccc(NCCc4ccccc4)cc3c2)cc1,Palladium,,,water,,,,-0.5683823910127596
Ar-OH|RCH2-NH2 -> Ar-NHR|Ar-R || Ar-R,Ar-OH,"Ar-R,RCH2-NH2","Ar-OH|Ar-R,RCH2-NH2",75.0,Oc1cccc2ccccc12.Cc1ccc(CCN)cc1>>Cc1ccc(CCNc2cccc3ccccc23)cc1,Palladium,,,water,,,,-0.24046947312078307
Ar-OH|Bn-NH2 -> Ar-NHR || None,Bn-NH2,Ar-OH,Ar-OH|Bn-NH2,76.0,NCc1ccccc1.Oc1ccc2ccccc2c1>>c1ccc(CNc2ccc3ccccc3c2)cc1,Palladium,,,water,,,,-0.42857142857142855
Ar-OH|Bn-NH2 -> Ar-NHR || Ar-OR,Bn-NH2,"Ar-OH,Ar-OR","Ar-OH,Ar-OR|Bn-NH2",77.0,NCc1ccccc1.COc1ccc2ccc(O)cc2c1>>COc1ccc2ccc(NCc3ccccc3)cc2c1,Palladium,,,water,,,,0.0
Ar-CONHR|Ar-NH2|Ar-NHR|RCH2-OH -> Ar-AromN|Ar-R|Pyrimidine || Ar-Cl,RCH2-OH,"Ar-Cl,Ar-NH2,Ar-NHR,Ar-CONHR","Ar-Cl,Ar-NH2,Ar-NHR,Ar-CONHR|RCH2-OH",75.0,CCO.Nc1cc(Cl)ccc1C(=O)Nc1ccccc1>>Cc1nc2cc(Cl)ccc2c(=O)n1-c1ccccc1,CuI,,Cs2CO3,EtOH,,,,-0.7071067811865475
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-OR,RCH2-NH2,"Ar-OH,Ar-OR","Ar-OH,Ar-OR|RCH2-NH2",96.0,CCCCCCCN.COc1cc2ccccc2cc1O>>CCCCCCCNc1cc2ccccc2cc1OC,,,,,,,,0.7071067811865476
Ar-OH|RCH2-NH2 -> Ar-NHR || Ar-OR,RCH2-NH2,"Ar-OH,Ar-OR","Ar-OH,Ar-OR|RCH2-NH2",72.0,CCCCCCCN.COc1ccc2cc(O)ccc2c1>>CCCCCCCNc1ccc2cc(OC)ccc2c1,,,,,,,,-0.7071067811865476
Ar-Alkyne|Ar-CCH|Ar-Cl|Propargyl-H|Propargyl-OH|R-CCH|RCH2-NHR -> Ar-Alkynyl|Ar-NR2|RCH2-OR || Pyrimidine|RCH2-OR,"Ar-Alkyne,Ar-CCH","Ar-Cl,Pyrimidine","Ar-Alkyne,Ar-CCH|Ar-Cl,Pyrimidine",75.0,C#Cc1ccccc1.Clc1nc2ccccc2nc1Cl.C#CCO.C1COCCN1>>C(#Cc1nc2ccccc2n2c(N3CCOCC3)c(N3CCOCC3)cc12)c1ccccc1,CuI,13965-03-2,Et3N,DMF,,,,0.7071067811865475
Ar-Cl|Propargyl-OH|R-CCH|RCH2-NHR -> Ar-Alkynyl|Ar-NR2 || Propargyl-H|Pyrimidine,"Propargyl-H,R-CCH","Ar-Cl,Pyrimidine","Ar-Cl,Pyrimidine|Propargyl-H,R-CCH",60.0,C#CCCC.Clc1nc2ccccc2nc1Cl.C#CCO.C1CCNC1>>CCCC#Cc1nc2ccccc2n2c(N3CCCC3)c(N3CCCC3)cc12,CuI,13965-03-2,Et3N,DMF,,,,-0.7071067811865475
Ar-Alkyne|Ar-CCH|Ar-Cl|Propargyl-H|Propargyl-OH|R-CCH|RCH2-NHR -> Ar-Alkynyl|Ar-NR2 || Pyrimidine,"Ar-Alkyne,Ar-CCH","Ar-Cl,Pyrimidine","Ar-Alkyne,Ar-CCH|Ar-Cl,Pyrimidine",70.0,C#Cc1ccccc1.Clc1nc2ccccc2nc1Cl.C#CCO.C1CCNCC1>>C(#Cc1nc2ccccc2n2c(N3CCCCC3)c(N3CCCCC3)cc12)c1ccccc1,CuI,13965-03-2,Et3N,DMF,,,,-0.7071067811865475
Ar-Cl|Propargyl-OH|R-CCH|RCH2-NHR -> Ar-Alkynyl|Ar-NR2|RCH2-OR || Propargyl-H|Pyrimidine|RCH2-OR,"Propargyl-H,R-CCH","Ar-Cl,Pyrimidine","Ar-Cl,Pyrimidine|Propargyl-H,R-CCH",65.0,C#CCCCC.Clc1nc2ccccc2nc1Cl.C#CCO.C1COCCN1>>CCCCC#Cc1nc2ccccc2n2c(N3CCOCC3)c(N3CCOCC3)cc12,CuI,13965-03-2,Et3N,DMF,,,,0.7071067811865475
Ar-Cl|Ar-NO2|RCH2-OH -> Ar-CN|Ar-NR2|Ar-R|R-AromN || Ar-CN|Ar-NHR|Pyrimidine,RCH2-OH,"Ar-NO2,Ar-NHR","Ar-NO2,Ar-NHR|RCH2-OH",58.0,CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c(NC2CCCCC2)cc1NC1CCCCC1.N#Cc1nc(Cl)c(Cl)nc1C#N>>Cc1nc2cc3c(cc2n1C1CCCCC1)N(C1CCCCC1)c1nc(C#N)c(C#N)nc1N3,Nickel,,,"EtOH / water / 1,4-Dioxane",,,,0.0
Any-CONHR|Ar-I|RCH2-NHR -> Any-CONR2|Ar-NR2 || Any-CHO,"Any-CHO,Any-CONHR,RCH2-NHR",Ar-I,"Any-CHO,Any-CONHR,RCH2-NHR|Ar-I",68.0,CNC=O.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,,K3PO4,PhMe,,,,0.7071067811865475
Any-CONHR|Ar-I|RCH2-NHR -> Any-CONR2|Ar-NR2 || Any-CHO,"Any-CHO,Any-CONHR,RCH2-NHR",Ar-I,"Any-CHO,Any-CONHR,RCH2-NHR|Ar-I",60.0,CCNC=O.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CCN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,,K3PO4,PhMe,,,,-0.7071067811865475
Any-CONHR|Ar-I|Bn-NHR -> Any-CONR2|Ar-NR2 || Any-CHO,Ar-I,"Bn-NHR,Any-CHO,Any-CONHR","Ar-I|Bn-NHR,Any-CHO,Any-CONHR",55.0,I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92.O=CNCc1ccccc1>>O=CN(Cc1ccccc1)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,,K3PO4,PhMe,,,,0.0
Any-CONHR|Ar-I|RCH2-NHR -> Any-CONR2|Ar-NR2 || Any-CHO|Ar-R,"Any-CHO,Any-CONHR,RCH2-NHR","Ar-R,Ar-I","Any-CHO,Any-CONHR,RCH2-NHR|Ar-R,Ar-I",55.0,CNC=O.C[c-]12->[Fe+2]3456789(<-[cH]([cH]->3[cH]->41)[cH]->52)<-[cH]1[cH]->6[cH]->7[c-]->8(I)[cH]->91>>CN(C=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[c-]->5(C)[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,,K3PO4,PhMe,,,,0.0
Any-CONHR|Ar-I|RCH2-NHR -> Any-CONR2|Ar-NR2 || Any-CHO|Ar-Ester,"Any-CHO,Any-CONHR,RCH2-NHR","Ar-I,Ar-Ester","Any-CHO,Any-CONHR,RCH2-NHR|Ar-I,Ar-Ester",50.0,CNC=O.CCOC(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[c-]->5(I)[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>CCOC(=O)[c-]12->[Fe+2]3456789(<-[cH]([cH]->3[cH]->41)[cH]->52)<-[cH]1[cH]->6[cH]->7[c-]->8(N(C)C=O)[cH]->91,CuI,,K3PO4,PhMe,,,,0.0
Ar-I|R-CONHR|RCH2-NHR -> Ar-Lactam|R-CONR2|R-H-acidic || R-H-acidic,"R-H-acidic,RCH2-NHR,R-CONHR",Ar-I,"Ar-I|R-H-acidic,RCH2-NHR,R-CONHR",66.0,O=C1CCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,N,K3PO4,"1,4-Dioxane",,,,-0.852655359952961
Ar-I|R-CONHR|RCH2-NHR -> Ar-Lactam|R-CONR2|R-H-acidic || R-H-acidic,"R-H-acidic,RCH2-NHR,R-CONHR",Ar-I,"Ar-I|R-H-acidic,RCH2-NHR,R-CONHR",89.0,O=C1CCCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,CuI,N,K3PO4,"1,4-Dioxane",,,,0.7335343905477684
Ar-CONHR|Ar-NH2|R2CH-NHR|RCH2-OH -> Pyrimidine|R-AromN || Ar-Cl,RCH2-OH,"Ar-Cl,Ar-NH2,Ar-CONHR,R2CH-NHR","Ar-Cl,Ar-NH2,Ar-CONHR,R2CH-NHR|RCH2-OH",86.0,CO.Nc1cc(Cl)ccc1C(=O)NC1CCCCC1>>O=c1c2ccc(Cl)cc2ncn1C1CCCCC1,CuI,,Cs2CO3,MeOH,,,,0.0
Ar-CONHR|Ar-NH2|Ar-NHR|RCH2-OH -> Ar-AromN|Pyrimidine || Ar-Cl|Ar-OR,RCH2-OH,"Ar-Cl,Ar-NH2,Ar-NHR,Ar-OR,Ar-CONHR","Ar-Cl,Ar-NH2,Ar-NHR,Ar-OR,Ar-CONHR|RCH2-OH",87.0,CO.COc1ccc(NC(=O)c2ccc(Cl)cc2N)cc1>>COc1ccc(-n2cnc3cc(Cl)ccc3c2=O)cc1,CuI,,Cs2CO3,MeOH,,,,0.0
Ar-CONHR|Ar-NH2|Ar-NHR|RCH2-OH -> Ar-AromN|Pyrimidine || Ar-Cl,RCH2-OH,"Ar-Cl,Ar-NH2,Ar-NHR,Ar-CONHR","Ar-Cl,Ar-NH2,Ar-NHR,Ar-CONHR|RCH2-OH",91.0,CO.Nc1cc(Cl)ccc1C(=O)Nc1ccccc1>>O=c1c2ccc(Cl)cc2ncn1-c1ccccc1,CuI,,Cs2CO3,MeOH,,,,0.7071067811865475
Alkenyl-CHO|Ar-NHR|Ar-SO2NHR|R3C-Br -> Any-Alkyne|Ar-NR2|Ar-SO2NR2 || Ar-Alkenyl|Ar-Br|Ar-R,R3C-Br,"Ar-Alkenyl,Ar-Br,Alkenyl-CHO","Ar-Alkenyl,Ar-Br,Alkenyl-CHO|R3C-Br",68.0,BrC(Br)(Br)Br.O=C/C=C/c1ccc(Br)cc1.Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N(C#C/C=C/c2ccc(Br)cc2)c2ccccc2)cc1,CuSO4,phen,n-BuLi / K2CO3,DCM / THF / Hex / water / Me2CO / PhMe,NH4Cl,,,0.0
Alkenyl-CHO|Ar-NHR|Ar-SO2NHR|R3C-Br -> Any-Alkyne|Ar-NR2|Ar-SO2NR2 || Ar-Alkenyl|Ar-Cl|Ar-R,R3C-Br,"Ar-Alkenyl,Ar-Cl,Alkenyl-CHO","Ar-Alkenyl,Ar-Cl,Alkenyl-CHO|R3C-Br",75.0,BrC(Br)(Br)Br.O=C/C=C/c1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N(C#C/C=C/c2ccc(Cl)cc2)c2ccccc2)cc1,CuSO4,phen,n-BuLi / K2CO3,DCM / THF / Hex / water / Me2CO / PhMe,NH4Cl,,,0.0
Ar-I|R-CONHR|RCH2-NHR -> Ar-Lactam|R-CONR2|R-H-acidic || Ar-SO2NR2|Ar-Si|R-H-acidic|RCH2-NR2,"R-H-acidic,RCH2-NHR,R-CONHR","Ar-I,Ar-Si,Ar-SO2NR2,RCH2-NR2","Ar-I,Ar-Si,Ar-SO2NR2,RCH2-NR2|R-H-acidic,RCH2-NHR,R-CONHR",65.0,O=C1CCCN1.CN(C)S(=O)(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([c]->7(I)[cH]->81)[c]->92[Si](C)(C)C>>CN(C)S(=O)(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([c]->7(N3CCCC3=O)[cH]->81)[c]->92[Si](C)(C)C,CuI,N,K3PO4,"1,4-Dioxane",,,,0.0
None -> Ar-N3 || Ar-Br,Ar-Br,,Ar-Br,85.0,Brc1ccc(Br)cc1>>[N-]=[N+]=Nc1ccc(Br)cc1,,,n-BuLi,THF / Hex / PhMe / water,NH4Cl,,,0.13621255156083878
None -> Ar-N3 || Ar-Br,Ar-Br,,Ar-Br,73.0,Brc1ccccc1Br>>[N-]=[N+]=Nc1ccccc1Br,,,n-BuLi,THF / Hex / PhMe / water,NH4Cl,,,-1.1714279434232135
None -> Ar-N3 || Ar-Br,Ar-Br,,Ar-Br,92.0,Brc1cccc(Br)c1>>[N-]=[N+]=Nc1cccc(Br)c1,,,n-BuLi,THF / Hex / PhMe / water,NH4Cl,,,0.899002840301536
Ar-Br -> Ar-N3 || None,Ar-Br,,Ar-Br,92.0,Brc1ccc(Br)cc1>>[N-]=[N+]=Nc1ccccc1,,,n-BuLi,THF / Hex / PhMe / water,MeOH / NH4Cl,,,0.899002840301536
Ar-Br -> Ar-N3 || None,Ar-Br,,Ar-Br,85.0,Brc1cccc(Br)c1>>[N-]=[N+]=Nc1ccccc1,,,n-BuLi,THF / Hex / PhMe / water,MeOH / NH4Cl,,,0.13621255156083878
Ar-Br -> Ar-N3 || None,Ar-Br,,Ar-Br,77.0,Brc1ccccc1Br>>[N-]=[N+]=Nc1ccccc1,,,n-BuLi,THF / Hex / PhMe / water,MeOH / NH4Cl,,,-0.7355477784285294
Ar-Br|Ar-CHO -> Ar-N3|Ar-R|R2CH-OH || None,Ar-Br,Ar-CHO,Ar-Br|Ar-CHO,73.0,Brc1ccc(Br)cc1.O=Cc1ccccc1>>[N-]=[N+]=Nc1ccc(C(O)c2ccccc2)cc1,,,n-BuLi,THF / Hex / PhMe / water,NH4Cl,,,-0.7071067811865475
Ar-Br|Ar-CHO -> Ar-N3|Ar-R|R2CH-OH || None,Ar-Br,Ar-CHO,Ar-Br|Ar-CHO,74.0,Brc1ccccc1Br.O=Cc1ccccc1>>[N-]=[N+]=Nc1ccccc1C(O)c1ccccc1,,,n-BuLi,THF / Hex / PhMe / water,NH4Cl,,,0.7071067811865475
Ar-Br -> Any-CO-R|Ar-N3 || Any-Ester,Ar-Br,Any-Ester,Any-Ester|Ar-Br,76.0,Brc1ccc(Br)cc1.CCOC(=O)C(=O)OCC>>CCOC(=O)C(=O)c1ccc(N=[N+]=[N-])cc1,,,n-BuLi,THF / Hex / PhMe,,,,0.0
Any-Bpin -> Ar-Bpin|Ar-N3 || Ar-Br,Ar-Br,Any-Bpin,Any-Bpin|Ar-Br,90.0,Brc1cc(Br)cc(Br)c1.CC(C)OB1OC(C)(C)C(C)(C)O1>>CC1(C)OB(c2cc(Br)cc(N=[N+]=[N-])c2)OC1(C)C,,,n-BuLi,THF / Hex / PhMe,,,,0.0
Ar-Br -> Ar-N3 || Ar-Ester,"Ar-Br,Ar-Ester",,"Ar-Br,Ar-Ester",70.0,CCOC(=O)c1cc2ccc(Br)cc2oc1=O>>CCOC(=O)c1cc2ccc(N=[N+]=[N-])cc2oc1=O,,,,DMSO / 7789-20-0,,,,-0.7071067811865475
Ar-Cl -> Ar-N3 || Ar-SR|Pyrimidine|R-AromN,"Ar-Cl,Ar-SR,R-AromN,Pyrimidine",,"Ar-Cl,Ar-SR,R-AromN,Pyrimidine",89.0,CCCCCCCn1cnc2c(SC3CCCCC3)nc(Cl)nc21>>CCCCCCCn1cnc2c(SC3CCCCC3)nc(N=[N+]=[N-])nc21,,,,DMSO,,,,0.0
Ar-Cl -> Ar-N3 || Ar-NO2|R-AromN,"Ar-Cl,Ar-NO2,R-AromN",,"Ar-Cl,Ar-NO2,R-AromN",94.0,Cn1cnc([N+](=O)[O-])c1Cl>>Cn1cnc([N+](=O)[O-])c1N=[N+]=[N-],,,,DMF,,,,0.0
None -> Ar-N3|Benzothiophene || Ar-Ar|Ar-Cl|Benzothiophene|Pyrimidine,"Ar-Ar,Ar-Cl,Pyrimidine,Benzothiophene",,"Ar-Ar,Ar-Cl,Pyrimidine,Benzothiophene",88.0,Clc1ncnc(Cl)c1-c1csc2ccccc12>>[N-]=[N+]=Nc1ncnc(Cl)c1-c1csc2ccccc12,,,,THF,LiCl,,,0.0
Ar-Br -> Any-Lactam|Ar-N3|Ar-R|R-CONR2 || Any-CO-R|Any-Lactam|Ar-R|R-CONR2,"Ar-R,Ar-Br,Any-CO-R,R-CONR2,Any-Lactam",,"Ar-R,Ar-Br,Any-CO-R,R-CONR2,Any-Lactam",72.0,CN1CC[C@](C(=O)[C@]2(c3ccccc3Br)CCN(C)C2=O)(c2ccccc2Br)C1=O>>CN1CC[C@](C(=O)[C@]2(c3ccccc3N=[N+]=[N-])CCN(C)C2=O)(c2ccccc2N=[N+]=[N-])C1=O,,,NaOH,EtOH / water,,,,0.0
None -> Ar-N3|Quinoline || Ar-Cl|Quinoline,"Ar-Cl,Quinoline",,"Ar-Cl,Quinoline",98.0,Clc1ccc2c(Cl)ccnc2c1>>[N-]=[N+]=Nc1ccnc2cc(Cl)ccc12,,,,DMF,,,,1.0660035817780522
Ar-Cl -> Ar-N3 || Ar-AromN|Ar-CHO|Ar-R,"Ar-R,Ar-Cl,Ar-CHO,Ar-AromN",,"Ar-R,Ar-Cl,Ar-CHO,Ar-AromN",93.0,Cc1nn(-c2ccccc2)c(Cl)c1C=O>>Cc1nn(-c2ccccc2)c(N=[N+]=[N-])c1C=O,TBAI,,,DMSO / water,,,,0.0
